Gender,Age,StudyHours,Attendance,ExamScore,FinalGrade,Motivation,StressLevel,LearningStyle,AssignmentCompletion,Extracurricular,OnlineCourses
F,19,1,81,98.0,37.0,2,4,2,84,0,1
F,23,18,71,73.0,58.0,3,2,3,64,0,0
M,23,11,85,63.0,36.0,2,1,2,68,1,0
M,17,9,97,88.0,25.0,4,1,2,78,1,0
M,22,3,98,87.0,62.0,2,3,2,85,0,0
F,18,2,65,77.0,57.0,4,2,2,92,1,1
F,18,7,76,66.0,39.0,1,2,2,73,1,1
F,24,19,69,87.0,84.0,4,3,1,67,1,0
F,22,15,92,60.0,45.0,1,3,1,84,0,1
M,23,6,98,97.0,72.0,1,4,1,86,1,1
M,17,15,94,72.0,45.0,1,3,3,91,0,0
F,18,6,80,73.0,63.0,3,2,1,63,0,1
M,20,12,95,96.0,50.0,4,3,3,64,1,0
M,20,15,98,59.0,53.0,2,3,3,95,0,0
F,18,18,84,90.0,36.0,4,2,2,62,1,1
M,20,18,72,60.0,97.0,2,4,2,93,1,0
F,18,17,94,94.0,49.0,1,2,1,68,1,1
M,19,6,81,55.0,40.0,2,4,2,84,0,0
F,22,9,75,79.0,43.0,4,2,1,65,0,0
F,22,13,73,57.0,60.0,1,3,2,68,0,1
M,20,9,78,64.0,85.0,4,3,3,77,1,1
M,20,2,96,81.0,26.0,2,4,1,64,0,0
M,23,1,63,96.0,53.0,2,1,1,64,0,0
M,17,19,73,59.0,53.0,1,2,3,74,0,0
F,21,12,67,66.0,34.0,2,1,3,91,0,1
F,23,15,63,77.0,63.0,1,4,1,66,1,1
F,18,13,72,97.0,31.0,2,3,3,64,0,1
F,19,1,75,78.0,71.0,1,1,3,81,1,1
F,21,2,84,79.0,67.0,1,3,2,83,1,1
M,19,5,91,94.0,57.0,3,1,1,75,1,0
M,20,15,97,62.0,46.0,4,4,1,67,1,1
M,24,18,82,63.0,34.0,2,1,3,88,0,1
F,21,6,84,93.0,76.0,3,4,3,86,1,0
F,20,6,83,93.0,65.0,1,1,2,86,1,1
F,18,12,61,57.0,84.0,1,4,2,90,1,0
M,23,3,62,85.0,38.0,1,4,3,95,1,1
F,17,13,69,84.0,27.0,4,2,1,87,0,0
M,17,6,93,77.0,49.0,2,3,3,96,1,1
M,19,2,81,84.0,52.0,1,2,3,64,0,1
M,22,10,90,69.0,86.0,1,1,3,73,1,0
F,23,6,73,78.0,74.0,4,2,2,67,0,1
F,19,18,64,86.0,64.0,3,2,3,96,0,1
F,20,17,71,75.0,53.0,4,1,3,92,1,0
F,24,9,62,66.0,87.0,2,1,3,64,1,1
F,18,6,94,62.0,43.0,2,3,3,81,1,1
F,22,5,90,80.0,37.0,4,2,3,79,1,0
M,17,17,68,96.0,68.0,3,1,2,87,0,1
F,24,9,84,50.0,32.0,1,2,3,61,0,0
F,21,18,87,72.0,49.0,4,3,2,75,0,1
F,21,15,79,90.0,56.0,3,3,2,70,1,0
F,24,12,66,68.0,52.0,2,2,1,68,1,1
F,17,3,63,77.0,41.0,3,2,1,68,1,0
M,19,6,70,98.0,87.0,4,4,3,91,1,0
M,20,16,63,81.0,34.0,2,4,1,93,1,0
F,17,11,84,67.0,32.0,1,3,1,75,0,0
F,18,12,63,53.0,89.0,1,4,1,89,1,0
M,20,5,66,93.0,46.0,1,3,3,73,1,0
M,18,13,90,81.0,36.0,3,1,1,98,1,0
M,22,15,63,65.0,51.0,2,4,3,79,1,1
F,20,1,90,80.0,46.0,1,1,3,91,0,0
M,19,13,66,69.0,72.0,2,1,1,91,1,0
F,19,10,99,84.0,27.0,2,1,3,89,0,0
F,23,2,94,52.0,59.0,3,2,3,80,1,0
M,19,4,73,92.0,25.0,1,1,3,62,0,1
F,18,6,75,56.0,67.0,4,4,1,80,1,1
F,21,6,73,76.0,24.0,1,2,1,76,0,0
F,20,16,72,55.0,82.0,4,1,2,63,1,1
F,17,9,65,62.0,35.0,1,2,3,86,0,1
F,19,10,61,55.0,88.0,2,2,3,77,0,1
F,20,1,62,77.0,87.0,1,1,3,89,0,1
M,24,7,79,94.0,79.0,3,2,2,87,0,0
F,19,1,95,59.0,58.0,4,2,2,68,1,0
M,24,16,63,50.0,76.0,2,2,1,74,0,0
M,24,5,99,81.0,34.0,2,4,2,73,1,0
F,17,1,71,92.0,95.0,4,1,3,70,0,0
F,19,1,94,77.0,93.0,1,1,2,75,0,1
F,22,9,60,90.0,67.0,2,3,3,77,1,0
M,21,11,96,77.0,85.0,2,4,1,79,1,0
F,21,13,90,77.0,36.0,4,3,2,91,1,1
M,24,16,78,98.0,38.0,4,3,3,80,0,1
F,17,14,71,95.0,66.0,3,1,3,97,0,1
F,21,7,64,85.0,78.0,1,4,3,84,0,1
M,22,18,72,89.0,58.0,3,4,1,76,1,1
F,21,11,82,79.0,48.0,2,3,2,70,0,1
M,19,10,84,58.0,41.0,3,1,3,79,0,1
M,18,9,97,80.0,61.0,1,4,3,78,1,0
M,17,13,79,86.0,42.0,3,4,3,64,1,1
M,24,17,60,64.0,50.0,2,1,3,80,1,1
M,24,2,98,59.0,40.0,4,3,3,64,0,0
F,22,15,69,69.0,94.0,1,1,3,94,0,0
M,23,17,86,83.0,84.0,4,3,1,78,0,1
M,23,8,67,97.0,59.0,4,2,1,86,1,1
M,18,3,84,53.0,39.0,4,1,1,89,1,0
M,18,12,97,53.0,49.0,1,1,3,67,0,0
M,23,11,93,61.0,59.0,2,1,2,76,0,0
F,22,1,89,98.0,49.0,3,4,2,60,0,0
F,22,5,85,92.0,89.0,1,4,2,63,1,0
F,17,9,99,81.0,73.0,3,1,1,64,1,1
M,19,13,72,83.0,40.0,2,2,1,98,0,1
F,19,6,81,77.0,79.0,3,3,1,85,0,1
F,23,4,83,56.0,74.0,4,4,3,99,1,1
F,20,12,86,58.0,49.0,2,3,2,75,1,1
F,21,14,97,69.0,35.0,4,3,2,92,1,1
M,23,1,69,88.0,39.0,4,2,2,65,0,0
M,24,14,64,62.0,83.0,3,2,3,93,1,0
F,19,14,84,68.0,56.0,3,4,2,98,1,0
F,22,2,87,95.0,46.0,2,1,3,81,0,0
F,23,19,94,56.0,95.0,4,1,1,80,0,1
F,23,15,88,99.0,86.0,1,4,3,96,0,0
F,17,11,98,83.0,39.0,1,3,2,61,1,0
M,22,19,99,93.0,70.0,4,2,3,94,1,0
F,19,10,84,55.0,51.0,1,2,1,95,0,0
M,22,13,83,83.0,41.0,1,2,3,72,1,1
F,19,8,81,88.0,53.0,4,2,1,64,1,0
F,22,18,86,61.0,71.0,1,2,1,80,1,1
F,20,14,95,65.0,31.0,4,4,2,64,1,0
M,20,8,77,88.0,63.0,4,4,1,68,0,1
F,19,17,66,95.0,61.0,3,3,1,85,0,0
M,21,5,89,56.0,65.0,2,1,2,62,1,0
F,21,10,69,76.0,63.0,2,2,3,82,1,1
F,21,18,71,89.0,63.0,1,2,2,98,0,0
M,19,1,97,81.0,58.0,4,4,1,95,1,1
M,22,10,84,74.0,62.0,3,3,1,98,0,1
M,19,1,75,69.0,61.0,1,3,3,62,0,0
M,22,13,81,54.0,40.0,1,2,1,71,1,0
F,21,18,72,95.0,39.0,2,2,3,84,1,0
F,23,11,84,72.0,89.0,2,1,1,77,0,1
M,18,11,79,60.0,40.0,1,3,1,82,0,0
M,20,9,75,93.0,35.0,1,2,2,62,1,1
M,21,14,63,76.0,55.0,3,2,2,87,0,0
M,22,10,61,90.0,60.0,2,3,3,90,0,1
M,23,12,73,66.0,45.0,4,1,2,65,1,0
F,24,5,85,60.0,76.0,3,4,1,86,1,1
M,24,7,87,75.0,38.0,4,2,2,90,0,1
F,20,1,92,95.0,73.0,4,4,1,72,0,1
F,18,8,88,62.0,72.0,4,4,3,93,0,1
M,23,17,94,60.0,68.0,2,1,2,99,1,1
F,19,6,60,92.0,27.0,4,2,1,89,1,0
F,24,16,78,69.0,33.0,1,4,1,74,1,0
M,17,15,62,56.0,28.0,3,4,1,69,1,1
F,18,17,90,67.0,46.0,1,2,1,62,0,0
F,17,4,87,58.0,52.0,3,1,2,97,0,1
M,23,2,80,54.0,72.0,1,3,2,69,1,1
M,22,7,94,62.0,58.0,4,4,1,83,1,0
F,23,13,96,57.0,69.0,2,2,2,68,0,1
F,17,9,91,86.0,54.0,2,3,3,78,0,1
M,19,16,76,84.0,85.0,2,4,1,67,1,0
F,17,9,74,78.0,33.0,4,4,3,82,0,0
M,20,10,72,97.0,33.0,4,1,3,84,0,0
F,17,7,64,54.0,67.0,1,4,2,60,1,1
M,18,10,85,70.0,80.0,4,3,3,64,0,0
M,18,1,73,96.0,25.0,3,3,2,91,1,1
M,21,14,81,78.0,76.0,2,1,3,71,1,1
M,18,9,80,72.0,53.0,3,4,1,64,1,0
M,19,5,75,61.0,63.0,1,4,1,60,1,1
F,19,17,78,78.0,75.0,1,4,2,60,0,0
M,17,8,74,57.0,38.0,4,3,1,96,1,1
F,21,15,77,86.0,79.0,2,2,3,91,0,1
F,18,18,62,78.0,63.0,1,4,3,83,1,1
M,21,10,90,70.0,60.0,1,4,1,76,1,1
F,17,1,84,93.0,49.0,3,3,3,93,1,0
F,19,2,65,56.0,66.0,4,2,3,72,1,0
F,17,10,81,66.0,71.0,1,4,1,97,0,1
M,20,18,92,74.0,66.0,1,3,3,72,0,1
F,18,2,80,89.0,41.0,4,3,1,99,1,1
M,24,11,82,77.0,67.0,4,1,2,72,1,0
F,21,15,96,60.0,46.0,1,1,3,61,1,0
M,17,2,76,76.0,86.0,4,3,3,91,0,0
M,21,19,90,73.0,37.0,3,1,3,74,0,1
M,24,8,77,66.0,42.0,2,3,1,78,0,0
F,22,18,96,59.0,77.0,3,3,3,82,1,1
M,18,2,95,85.0,32.0,3,1,3,63,1,0
M,18,11,93,87.0,47.0,4,3,2,92,0,0
M,22,6,69,74.0,54.0,1,2,3,91,1,1
F,22,12,89,53.0,60.0,1,3,3,79,1,0
F,20,5,88,56.0,89.0,3,4,2,95,0,0
F,20,17,64,91.0,34.0,2,1,1,63,1,1
F,24,5,91,73.0,59.0,4,3,3,98,1,0
F,18,15,80,52.0,52.0,1,1,2,69,0,1
F,21,12,86,67.0,84.0,4,2,3,93,1,1
F,20,18,66,86.0,57.0,1,2,2,66,1,0
F,24,2,96,65.0,30.0,1,3,1,80,1,1
F,22,9,93,71.0,47.0,4,3,1,88,0,0
F,19,19,73,89.0,15.0,3,4,1,90,1,1
M,24,6,94,86.0,49.0,1,3,1,98,0,0
M,20,11,62,61.0,74.0,4,2,3,68,1,0
F,22,3,91,84.0,45.0,4,4,3,60,1,1
F,23,11,95,83.0,61.0,2,1,2,70,0,1
M,23,18,94,51.0,67.0,1,1,2,66,0,1
M,18,10,76,76.0,64.0,4,2,3,98,1,0
F,18,14,74,91.0,73.0,3,2,3,74,0,0
F,23,4,78,54.0,68.0,4,4,2,80,1,0
M,19,3,90,63.0,33.0,3,1,3,77,0,0
M,24,1,63,83.0,60.0,1,4,3,83,1,0
F,23,17,87,91.0,30.0,1,2,2,88,0,1
F,20,4,74,81.0,82.0,3,4,2,73,0,1
F,17,13,94,96.0,33.0,4,3,1,60,1,0
M,18,9,61,69.0,28.0,2,3,1,78,0,0
M,20,2,98,81.0,64.0,1,2,3,87,0,0
F,18,8,63,94.0,88.0,4,1,2,89,0,1
M,22,4,86,52.0,35.0,3,4,3,80,0,1
F,24,13,75,76.0,30.0,2,2,1,61,0,1
F,23,2,78,87.0,60.0,4,3,3,77,0,1
M,20,13,73,83.0,66.0,3,1,2,91,0,0
M,24,9,84,72.0,52.0,1,1,3,95,0,1
F,21,3,74,72.0,39.0,2,3,2,89,0,0
F,18,8,94,66.0,45.0,2,2,2,74,1,1
M,21,14,70,83.0,64.0,2,4,1,63,0,1
F,20,2,90,79.0,66.0,3,2,1,62,0,0
F,18,18,84,82.0,61.0,4,4,1,64,1,0
F,20,14,85,64.0,76.0,4,4,2,79,0,0
M,24,19,63,80.0,49.0,4,3,3,73,1,1
F,17,6,88,78.0,43.0,3,1,1,77,0,0
F,22,10,96,64.0,45.0,4,1,3,69,1,0
M,20,15,89,94.0,49.0,2,3,3,81,1,0
M,20,12,65,96.0,27.0,4,2,2,73,0,1
M,20,14,88,74.0,50.0,1,4,1,80,0,1
M,22,12,77,87.0,52.0,1,2,1,99,0,0
F,24,19,78,86.0,72.0,4,1,2,89,1,1
F,20,1,81,86.0,62.0,1,4,2,95,0,1
M,24,12,77,61.0,80.0,2,1,3,95,1,1
F,19,10,96,87.0,53.0,3,2,2,75,1,1
F,19,19,93,68.0,42.0,2,1,1,83,1,1
M,20,7,61,75.0,37.0,4,2,1,86,0,1
M,22,17,84,58.0,77.0,1,2,1,61,0,1
M,20,11,75,73.0,73.0,2,4,2,98,1,0
F,20,13,86,85.0,46.0,4,1,2,63,1,0
M,20,4,70,63.0,54.0,3,2,2,64,1,0
F,20,9,85,66.0,70.0,3,3,1,79,1,0
F,22,6,89,73.0,60.0,2,3,2,71,1,0
F,23,8,98,93.0,67.0,3,4,2,64,1,1
F,23,18,87,84.0,58.0,3,1,2,76,1,0
M,20,16,69,99.0,63.0,1,2,3,70,0,1
M,17,5,81,85.0,83.0,3,4,3,64,1,0
M,17,9,92,77.0,64.0,3,4,2,88,0,1
M,20,13,70,79.0,57.0,1,4,2,92,0,1
M,21,5,83,62.0,45.0,1,4,3,71,1,0
F,19,4,70,53.0,61.0,4,4,2,91,0,0
M,17,14,93,63.0,68.0,3,2,1,86,0,0
M,21,13,69,68.0,45.0,4,2,3,74,0,1
F,24,10,75,55.0,39.0,3,2,3,90,0,1
M,22,1,89,73.0,77.0,3,3,2,99,0,1
M,23,17,72,79.0,55.0,3,3,1,94,0,1
F,20,4,74,61.0,38.0,3,1,1,76,0,1
M,20,2,91,67.0,40.0,3,1,3,65,0,1
M,22,15,64,86.0,49.0,1,1,1,77,0,0
F,18,16,70,50.0,74.0,1,4,2,76,1,1
F,19,17,93,92.0,86.0,4,1,3,72,1,0
M,23,4,99,81.0,72.0,1,3,3,72,1,0
M,20,15,87,86.0,72.0,3,2,3,78,0,0
M,17,15,95,56.0,77.0,2,4,3,97,0,0
F,22,2,90,81.0,76.0,2,4,2,61,1,1
F,17,2,64,58.0,67.0,4,4,1,99,1,1
F,19,16,88,68.0,52.0,4,1,1,64,0,0
M,22,9,71,82.0,52.0,2,2,3,69,0,0
F,19,16,75,73.0,67.0,4,1,3,76,1,1
M,18,10,76,51.0,66.0,1,3,1,99,1,1
F,19,7,66,87.0,74.0,4,2,3,75,0,0
M,19,12,66,51.0,40.0,4,4,1,66,0,1
M,22,1,89,95.0,44.0,4,2,1,64,0,0
M,22,4,65,75.0,97.0,3,1,1,95,0,0
F,24,1,69,93.0,48.0,2,2,3,89,1,0
F,19,19,66,89.0,65.0,4,3,2,63,1,0
F,17,15,65,85.0,57.0,4,1,3,83,0,0
F,23,13,66,94.0,19.0,2,4,1,62,1,1
M,17,10,92,65.0,68.0,1,3,1,88,1,1
M,19,12,79,59.0,48.0,4,4,3,83,0,0
M,18,19,69,97.0,34.0,1,4,2,77,1,0
M,18,16,98,50.0,67.0,3,1,2,68,1,1
F,21,11,64,89.0,15.0,2,2,3,64,1,1
F,24,6,76,97.0,83.0,1,4,1,89,1,0
M,22,16,83,50.0,83.0,4,2,3,80,0,1
M,17,4,60,81.0,46.0,2,2,1,84,0,1
F,20,9,98,57.0,57.0,4,3,3,97,0,0
F,21,7,82,88.0,42.0,3,2,2,60,0,1
M,19,3,94,66.0,51.0,3,1,1,97,0,1
F,18,1,99,51.0,24.0,2,2,2,62,0,0
F,24,16,91,72.0,64.0,2,1,3,91,0,1
M,19,11,71,65.0,94.0,4,2,1,78,0,0
F,18,3,84,87.0,50.0,2,3,3,72,1,0
M,23,5,62,57.0,41.0,1,3,3,65,1,1
F,20,18,66,75.0,45.0,1,1,2,60,0,0
F,18,2,95,57.0,37.0,4,3,1,87,1,0
F,19,12,75,60.0,75.0,3,3,3,73,1,0
M,24,1,84,85.0,80.0,4,4,2,91,1,0
F,17,17,88,56.0,94.0,3,4,2,73,0,0
F,20,2,89,92.0,62.0,2,4,3,82,1,0
F,23,11,64,87.0,73.0,4,2,2,79,1,1
M,20,13,92,60.0,43.0,1,1,3,71,1,0
F,23,12,66,56.0,78.0,2,2,2,73,1,0
F,18,4,94,85.0,51.0,1,4,3,87,0,1
F,21,17,84,91.0,24.0,1,4,1,97,1,1
F,19,19,61,87.0,46.0,2,2,3,61,1,0
M,18,6,75,99.0,51.0,4,1,1,93,1,1
F,20,12,79,80.0,35.0,1,2,2,65,1,0
F,21,3,86,55.0,75.0,3,2,1,79,1,0
M,21,4,68,81.0,38.0,2,2,3,68,1,1
F,21,17,71,77.0,79.0,2,3,2,99,1,0
M,23,12,64,67.0,42.0,2,4,3,76,1,0
F,17,2,62,64.0,89.0,3,3,3,99,0,1
F,18,17,76,94.0,66.0,2,4,1,82,1,0
M,24,5,69,86.0,100.0,4,1,2,97,0,0
F,22,5,86,54.0,34.0,1,1,3,63,1,0
F,22,11,63,50.0,59.0,4,1,1,60,0,0
M,23,14,60,69.0,28.0,3,3,3,83,1,0
F,20,13,85,69.0,39.0,3,1,1,90,1,0
F,18,19,93,85.0,36.0,4,3,2,73,0,0
F,22,1,75,60.0,52.0,1,3,2,79,0,0
M,24,1,69,78.0,57.0,2,4,3,89,0,1
M,24,14,67,83.0,66.0,1,4,3,83,1,1
F,23,1,76,75.0,95.0,3,4,3,87,0,0
F,19,13,73,61.0,79.0,3,4,3,74,1,1
M,17,11,71,88.0,42.0,4,4,3,69,1,1
M,22,14,92,64.0,23.0,4,3,1,66,0,0
M,23,18,67,79.0,67.0,2,3,2,67,1,1
M,23,12,80,93.0,64.0,4,2,1,61,1,1
F,18,16,69,94.0,43.0,2,2,1,73,1,0
M,18,1,70,85.0,56.0,1,4,1,64,0,0
M,21,16,93,68.0,43.0,3,1,1,65,1,0
F,21,11,75,67.0,55.0,1,2,1,88,0,1
F,22,17,81,97.0,16.0,2,1,3,66,0,1
F,21,5,88,59.0,65.0,4,1,3,97,1,1
M,17,15,80,58.0,38.0,3,3,2,82,0,1
F,23,12,85,66.0,57.0,4,2,1,85,1,1
F,24,19,93,94.0,83.0,4,1,2,63,1,0
M,20,7,68,53.0,47.0,4,1,2,95,1,1
M,21,2,79,75.0,71.0,2,2,1,71,0,1
M,19,8,60,66.0,56.0,3,4,2,81,0,1
M,22,17,88,66.0,57.0,2,2,2,82,0,1
M,20,5,89,79.0,23.0,3,3,2,91,0,0
M,22,1,63,79.0,27.0,3,4,3,78,1,0
F,20,18,87,72.0,65.0,3,4,3,83,1,1
F,24,3,84,58.0,54.0,1,2,2,90,1,0
M,21,3,87,83.0,50.0,1,4,2,70,1,0
M,17,10,67,89.0,23.0,1,2,3,92,0,0
M,18,3,97,55.0,77.0,4,1,2,71,0,1
M,17,15,85,94.0,83.0,4,3,3,82,0,1
M,20,17,60,98.0,66.0,3,2,3,60,0,0
F,18,10,83,97.0,38.0,3,1,2,78,0,0
M,20,12,73,60.0,65.0,4,1,3,90,1,0
M,24,5,91,69.0,54.0,4,2,1,60,1,1
M,20,2,84,55.0,65.0,4,2,1,60,0,0
F,21,11,79,63.0,68.0,4,4,2,96,1,1
M,17,11,66,59.0,31.0,3,4,3,97,1,1
M,19,15,71,52.0,83.0,2,2,1,98,1,0
F,23,15,68,68.0,49.0,2,1,2,64,0,0
F,18,19,90,71.0,45.0,3,2,2,76,0,1
M,23,2,77,51.0,46.0,2,4,3,65,1,1
F,18,1,96,54.0,85.0,2,3,3,81,1,1
F,23,2,76,82.0,33.0,1,1,3,67,0,1
M,24,12,95,95.0,83.0,2,2,2,71,1,1
F,22,14,70,88.0,71.0,1,3,3,95,0,1
F,19,15,87,59.0,49.0,3,3,1,91,0,1
M,23,10,93,65.0,39.0,2,1,1,73,1,1
M,21,14,63,81.0,51.0,2,2,1,93,0,1
F,23,5,89,87.0,57.0,3,1,1,82,0,1
F,17,18,80,90.0,81.0,4,3,1,61,1,1
M,22,4,70,66.0,65.0,4,2,2,64,1,0
M,18,6,81,80.0,66.0,4,3,1,80,1,1
F,20,8,96,88.0,86.0,1,4,2,81,0,1
M,23,7,76,62.0,66.0,4,2,3,85,0,0
M,19,10,84,86.0,50.0,2,3,2,80,0,0
M,24,18,61,71.0,46.0,4,1,1,94,0,1
M,20,9,80,79.0,20.0,3,3,1,73,1,1
M,23,11,68,68.0,58.0,1,4,2,92,1,0
M,19,11,76,63.0,38.0,4,2,2,70,1,0
F,19,5,74,67.0,91.0,3,4,3,62,0,1
F,21,5,83,69.0,77.0,2,1,3,96,0,0
F,24,19,70,84.0,83.0,2,1,2,98,0,1
F,23,19,68,82.0,79.0,2,4,3,64,0,1
M,17,2,89,93.0,50.0,2,4,3,81,0,1
F,18,10,65,53.0,51.0,2,4,3,80,0,0
M,18,13,98,59.0,49.0,1,3,1,66,0,0
F,24,1,98,86.0,79.0,2,2,3,96,1,0
F,21,11,96,56.0,26.0,1,1,2,87,1,1
F,20,11,76,73.0,42.0,1,1,2,91,0,1
M,17,7,75,78.0,42.0,4,1,3,74,0,0
M,24,3,64,68.0,35.0,2,3,1,69,1,1
F,20,14,98,81.0,31.0,3,2,1,71,1,0
M,20,14,67,55.0,50.0,2,4,2,99,0,0
M,22,10,83,82.0,18.0,1,2,3,60,0,0
M,23,7,95,70.0,50.0,2,3,3,80,1,0
F,20,16,98,98.0,82.0,2,2,1,96,1,1
F,20,18,75,50.0,78.0,4,2,2,86,0,1
M,20,6,61,83.0,53.0,4,2,3,61,0,1
M,20,7,71,64.0,65.0,3,1,2,80,0,1
F,23,2,80,69.0,76.0,3,1,3,78,1,1
F,19,18,61,68.0,94.0,2,2,3,96,1,1
M,20,4,73,78.0,79.0,4,2,1,82,1,0
F,22,9,63,63.0,27.0,4,3,1,88,1,0
M,19,14,71,59.0,43.0,1,4,3,78,1,1
M,18,9,95,81.0,30.0,1,2,3,96,0,0
F,19,3,78,55.0,37.0,2,4,1,96,1,0
M,19,19,64,70.0,90.0,1,1,3,89,0,0
M,23,6,72,73.0,68.0,4,3,1,61,1,1
M,24,18,61,77.0,64.0,4,1,3,63,1,0
M,21,18,95,74.0,73.0,3,1,1,94,1,1
M,18,17,91,55.0,53.0,1,4,2,97,1,1
F,23,6,84,92.0,46.0,2,4,1,80,1,0
M,18,7,73,93.0,37.0,3,2,2,89,1,0
M,21,6,92,61.0,29.0,4,4,2,94,1,0
M,23,4,87,59.0,80.0,4,2,2,88,1,1
F,19,10,64,77.0,52.0,3,4,1,62,0,0
M,19,4,89,81.0,29.0,1,4,2,77,1,1
F,24,6,71,50.0,70.0,1,2,1,80,0,1
M,22,14,86,81.0,40.0,3,1,2,90,1,1
M,24,5,82,70.0,49.0,3,2,3,93,0,1
F,21,5,63,54.0,92.0,1,3,2,88,0,1
F,21,16,86,91.0,46.0,4,2,1,72,1,1
M,17,17,89,89.0,42.0,4,2,2,70,0,0
F,22,7,92,87.0,41.0,2,1,2,69,1,0
F,24,8,92,72.0,60.0,2,3,3,71,0,0
F,21,17,95,52.0,41.0,3,2,3,95,0,0
M,20,19,84,72.0,83.0,1,2,1,96,1,1
F,21,7,65,87.0,43.0,1,1,2,87,0,1
M,17,6,76,83.0,36.0,1,3,2,93,1,0
M,18,13,74,93.0,38.0,4,2,1,73,0,1
M,22,5,66,84.0,47.0,3,3,3,76,0,1
M,18,8,63,74.0,40.0,4,1,1,61,0,1
M,20,11,79,86.0,59.0,1,4,1,89,0,1
F,19,6,77,93.0,76.0,3,2,2,99,1,0
M,19,11,69,95.0,31.0,3,3,3,63,0,1
M,24,18,64,50.0,44.0,1,3,1,88,0,1
F,23,13,69,90.0,71.0,3,3,3,82,1,1
M,20,9,82,73.0,59.0,2,2,2,72,0,1
F,21,7,60,55.0,69.0,3,1,3,63,1,0
F,19,19,94,52.0,63.0,4,2,2,94,1,1
F,22,12,87,73.0,87.0,3,4,2,74,1,1
M,21,15,94,83.0,77.0,3,4,1,69,0,0
M,17,18,85,61.0,31.0,3,3,1,65,0,1
F,24,7,95,85.0,47.0,4,2,2,68,1,0
M,24,9,98,97.0,78.0,3,4,3,60,0,0
F,20,12,87,55.0,86.0,1,1,1,74,1,1
M,17,13,92,60.0,48.0,3,3,1,74,0,1
M,19,2,89,63.0,24.0,3,2,1,81,0,1
F,18,10,70,67.0,39.0,2,4,2,60,0,1
F,23,14,98,70.0,71.0,1,3,1,96,0,0
M,22,12,93,57.0,60.0,2,3,3,64,1,0
M,17,8,86,54.0,54.0,2,2,3,93,1,1
M,18,3,73,84.0,45.0,4,1,3,75,0,1
M,17,6,82,99.0,51.0,2,4,2,72,1,1
F,17,16,65,86.0,78.0,3,2,3,69,1,0
F,23,12,91,95.0,48.0,1,3,1,65,0,1
M,20,11,98,55.0,59.0,2,3,3,66,0,0
M,21,15,69,83.0,28.0,3,3,3,66,0,0
F,24,14,71,92.0,35.0,4,3,2,97,0,0
F,20,10,89,74.0,55.0,1,3,1,90,1,1
F,17,15,63,98.0,69.0,1,3,3,64,1,0
M,22,14,82,67.0,87.0,2,4,3,76,1,0
F,23,8,75,99.0,32.0,3,1,2,93,1,0
M,24,18,89,86.0,37.0,3,3,1,68,0,1
F,20,3,76,87.0,66.0,3,4,1,72,0,1
F,19,19,63,57.0,66.0,1,2,2,85,1,1
F,19,11,85,54.0,56.0,3,1,3,74,0,1
F,18,6,67,66.0,70.0,4,2,3,77,0,0
M,20,16,98,92.0,48.0,2,4,1,86,0,1
F,17,11,70,81.0,17.0,3,3,1,79,1,0
F,17,6,84,71.0,59.0,1,1,2,75,1,0
M,19,11,80,78.0,56.0,1,3,2,83,1,1
M,17,19,64,66.0,66.0,3,2,1,60,0,0
F,22,17,89,94.0,41.0,2,4,2,60,1,1
F,23,9,94,74.0,76.0,4,2,3,89,1,1
M,20,1,86,93.0,54.0,4,2,3,62,1,0
M,23,13,72,70.0,57.0,3,1,1,98,0,1
M,20,18,94,63.0,62.0,3,2,3,88,1,1
M,17,5,75,80.0,38.0,4,3,3,86,0,0
M,19,13,97,87.0,73.0,4,1,1,85,1,1
M,19,13,68,87.0,72.0,2,3,1,65,0,0
M,22,10,67,68.0,28.0,1,3,2,92,0,1
M,22,16,93,85.0,28.0,1,3,2,94,1,1
M,20,14,85,51.0,67.0,2,4,2,97,0,1
M,24,13,98,57.0,62.0,2,2,2,88,0,1
F,23,1,64,72.0,36.0,2,4,2,92,1,1
F,21,12,80,66.0,33.0,4,1,2,64,0,1
F,18,14,78,72.0,74.0,2,3,2,65,0,1
F,20,15,64,93.0,52.0,2,1,1,64,0,1
M,18,13,83,61.0,38.0,3,3,1,94,0,0
M,18,16,71,92.0,62.0,3,1,3,86,0,1
F,21,8,62,85.0,50.0,1,4,1,96,0,1
F,23,14,94,75.0,48.0,1,4,1,99,1,0
F,18,1,96,73.0,15.0,4,2,1,80,0,0
M,23,9,91,93.0,51.0,1,2,2,66,1,0
F,19,7,89,58.0,37.0,2,4,1,99,1,0
M,19,7,81,57.0,59.0,1,4,3,79,0,1
F,18,3,77,51.0,46.0,3,1,1,66,0,1
F,20,11,96,88.0,78.0,1,1,2,89,0,0
M,18,8,77,83.0,74.0,4,1,1,80,1,1
M,20,15,91,65.0,78.0,1,3,3,92,1,0
F,23,16,69,63.0,27.0,4,3,2,87,1,1
F,20,3,80,65.0,74.0,3,2,1,89,1,0
F,21,19,94,63.0,15.0,2,3,1,85,0,0
M,21,13,61,67.0,46.0,2,3,1,85,0,1
M,24,4,60,94.0,90.0,2,3,2,87,0,0
M,20,7,95,58.0,58.0,1,4,1,74,0,0
M,22,5,63,94.0,65.0,2,4,1,85,0,1
M,21,4,81,73.0,65.0,4,1,2,85,1,0
M,19,18,67,64.0,36.0,2,1,1,88,0,1
